,ambulance,car mirror,car wheel,ashcan,cab,convertible,fire engine,freight car,garbage truck,gas pump,mobile home,motor scooter,mountain bike,moving van,park bench,parking meter,passenger car,patio,police van,recreational vehicle,restaurant,school bus,schooner,snowmobile,sports car,streetcar,tobacco shop,trolleybus,viaduct,water tower,street sign,traffic light,geyser,lakeside,lat,long,tract,GeoID,"<$35,000","$35,000-$75,000","$75,000-$200,000",">$200,000",Median household 2019
0,0.00011689977168316545,5.407219049402556e-06,1.8360022238539386e-05,0.0004012423114545527,2.933053033871147e-05,4.876187404079246e-05,2.529469504608528e-05,1.9797106546093346e-05,2.5847344318208343e-05,0.0007868194717275401,0.0010077963061121409,0.0003404334865990677,2.947673897324421e-05,0.00102279441216524,7.966895037014865e-06,6.07631362754546e-05,0.00035566732640290866,0.019639966660179198,2.0533800224598053e-05,0.0007185239610407734,0.06774268951267004,1.8395788089264897e-05,6.358925141114469e-06,8.591892111553534e-06,6.990164274611743e-05,0.0001540404613820101,0.032281628213240765,5.964964591598232e-06,3.073497426342442e-06,3.7262916805502755e-06,4.6084348923614016e-05,2.7111522854283976e-05,2.146690690096875e-06,1.7074153333851427e-05,33.73367614595384,-84.41471359272292,13121004200,13121004200,64.8,21.9,12.6,0.6,18913.0
1,0.0018595481451484375,0.0024390036414843053,0.00038987566040304955,0.006257245782762766,0.005147113122802693,0.0035403968795435503,0.0008471931105304975,0.0028748252289005904,0.008464549464406446,0.0004084763022547122,0.0028085323720006272,0.007394935877528042,0.0023267386059160344,0.005399023415520787,0.021398852099082433,0.0018926171178463846,0.001382035556162009,0.15247686434304342,0.0011604039318626747,0.00418455417820951,0.0010733472372521646,0.0013414723580353893,0.000676666072649823,0.00030796443866165646,0.00041087079625867773,0.03938895254395902,0.000284077436390362,0.010606738374917768,0.0028413326872396283,0.008035683171328856,0.02081994985928759,0.019772475920035504,0.00030490264907712117,0.05130248854402453,33.82259371835662,-84.38658648498286,13121009300,13121009300,23.6,18.9,30.0,27.5,106128.0
2,0.003145531634800136,0.002108371729264036,0.00039240963087650016,0.003893111483193934,0.0003526387517922558,0.004110053880140185,0.004589166986988857,0.0018859003321267664,0.015010210743639618,0.0014523578429361805,0.15197607036679983,0.0019297466933494434,0.0029945443966425955,0.02496602525934577,0.02135601418558508,0.0010985707340296358,0.002874918791349046,0.008376454323297366,0.0006017776286171284,0.01680709235370159,0.001609590370208025,0.00625996507005766,9.868787492450792e-05,0.00037768568654428236,0.0004336612837505527,0.008602385729318485,0.00012149291615060065,0.015815031598322093,0.005195702629862353,0.01354788918979466,0.008219799667131156,0.006261779781198129,0.0006465365077019669,0.09457461442798376,33.73761322535973,-84.44503073701482,13121006000,13121006000,44.5,37.3,16.5,1.7,38708.0
3,0.005405490170232952,0.0003057427757084952,0.0002665715419425396,0.00031836045263844426,0.002192224856116809,0.00017302815012953943,0.007081799732986838,0.0012491980241975398,0.0014102499480941333,2.975823065298755e-05,0.0005843136887051514,0.008206211441574851,0.0044357829610817134,0.0008084627936568722,0.00026730868603408453,0.00013302971638040617,0.0030977482529124245,0.00020072256722869497,0.0016229002430918626,0.006750596347046667,0.007437656964611961,0.00018480205994819698,0.0009982419360312633,0.0007343691122514429,0.0007989587684278376,0.010516088572330773,0.0005087266645205091,0.00023551764843432466,0.00021176410518819466,0.0006897626990394201,0.0033854248104034923,0.002543873997638002,0.0001590090739682637,0.002486408347976976,33.79264187347741,-84.39761746316479,13121000500,13121000500,17.9,25.0,41.4,15.7,90140.0
4,0.0019369738874956965,0.002394189269580238,0.00019961306043114746,0.0014704358400194906,0.0011921978584723547,0.0033171932154800743,0.005537023185752332,0.0016029243779485114,0.002521948244975647,0.018527909298427403,0.0462161306058988,0.0009084053435799433,0.0014713356713400572,0.0030789919474045746,0.0009956888170563616,0.0012308638315516873,0.01771515340078622,0.0192963762274303,0.0007301186437871365,0.002799647016217932,0.026553153707936872,0.001605907964403741,0.00031581013263348723,0.0001745515197626446,0.0005733790239901282,0.02513315691612661,0.0009603464204701595,0.10789150570053607,0.0014188754721544683,0.02648024478548905,0.09232564200647175,0.09289186300884467,0.000682912175761885,0.02316269278526306,33.72316899724521,-84.40830266970836,13121005800,13121005800,46.5,26.2,25.0,2.3,42679.0
5,0.003755143436137587,0.001847463456215337,0.0002639667054609163,0.0020786140230484307,0.0007377860383712687,0.004352406453108415,0.004965506901498884,0.012974539276910946,0.010433085728436708,0.00042173696419922635,0.16201518289744854,0.0015093486435944214,0.009946076956111938,0.015400080475956202,0.006357690901495516,0.0003342581294418778,0.011175817693583667,0.009214951889589429,0.0009521413230686449,0.017035927739925683,0.0004342794491094537,0.004624053079169244,0.0002615688536025118,0.00023825495918572415,0.001027922047796892,0.009045741520822048,4.166486951362458e-05,0.012839162489399314,0.007079567643813789,0.0036901965795550495,0.004460256997845136,0.0035827551037073135,0.0007617811170348432,0.14833452552556992,33.79996860357177,-84.48063696697909,13121008700,13121008700,52.8,34.6,9.8,2.8,33732.0
6,8.942857311922126e-05,5.0953966535871587e-05,4.047049810651515e-05,0.00011818389430118259,0.00010572937708275276,0.0002634729135024827,5.134390121952492e-05,4.750211454052078e-05,2.5797083480938454e-05,0.0019319043276482262,0.000504342599924712,7.407725615848904e-05,5.194939387820341e-05,0.0004751705018861685,3.608327157422764e-05,0.00010348610567234573,0.004497280323448649,0.034098462550900877,1.760154623298149e-05,0.0005410272246990644,0.10805163476470625,1.2390070004641984e-05,0.0001498361692924277,4.535743698852457e-06,0.0001391865307596163,0.00024575275301685906,0.0010786737402668223,0.00010189351107214861,0.00017911455300634316,0.0003325648466443454,0.00023089355363481445,7.319011820072774e-05,1.1674649631032707e-05,0.0003402905460347938,33.7590854884499,-84.39912560338297,13121002600,13121002600,53.4,28.9,15.4,2.2,33611.0
7,0.002861082353774691,0.0015495033737806807,0.00030463567486549437,0.0013165649625079823,0.0006240742376348862,0.0019275698804221975,0.002905216893850593,0.0026652667147573084,0.005017586619942449,0.00165536092754337,0.3793437359854579,0.0024529596844331536,0.001399777854601325,0.026003470760770142,0.0018931624651088441,0.0008320454764429996,0.005591553053818643,0.0023686707245360594,0.0010205265061813407,0.08254696719814092,0.0005318879143771937,0.0016282286978821503,0.0003082221383436945,0.000469958631612144,0.0005128111312160399,0.001861019012721954,1.5612222426852895e-05,0.013777443495200714,0.0009633988547648187,0.0069331052736743,0.003875484376521854,0.003284803108726919,0.004031307105663018,0.0502890883674354,33.809476153591,-84.38017010986734,13121009102,13121009102,32.5,21.0,26.1,20.4,59444.0
8,0.00034541787317721173,0.0006252806470001815,0.00018036239271168597,0.00225104735000059,0.0001321340737376886,0.0017830711731221527,0.00018110688324668445,0.0009546319397486513,0.000734620438379352,3.374878747308685e-05,0.008616312115918845,0.000247586744990258,0.0029634823877131566,0.0009376622547279112,0.032071396126411855,0.0001079254316209699,0.0010839221413334599,0.020679533947259188,0.00026847050457945443,0.0012990024260943756,5.294725997373462e-05,0.0004664293155656196,0.00010843179825315019,0.00031151179791777395,0.00019434471846579982,0.001933658593770815,9.08517208131343e-06,0.0007892433932283893,0.0009231230360455811,0.00048014606363722123,0.0010431855916976929,0.0006445367271226132,0.0057012012985069305,0.32740191742777824,33.749372909276964,-84.47554897147873,13121008102,13121008102,59.3,26.5,14.2,0.0,27119.0
9,0.0003060288718188531,0.00017547400739204022,4.805715508382491e-05,0.0005179033969398006,5.9559941689713014e-05,0.0003994708158643334,0.00037752414027636405,0.011301635215204442,0.0006957858995519928,0.00011560883308447956,0.028926188708283007,0.0001510232566488412,0.00460645593557274,0.002394062019448029,0.003169992327457294,6.0120492946680315e-05,0.0043509757470019395,0.007516817910072859,6.970314814225276e-05,0.0022620907893724507,0.0001912231782625895,0.0006741273609804921,5.0818570343835745e-05,8.189134257463593e-05,4.018694954766033e-05,0.0007977277527970728,2.2963221567806613e-05,0.00046676503848175344,0.011457306012744084,0.002185605131671764,0.002622197649543523,0.0004787965431205521,0.00266722435480915,0.3010211161454208,33.76809865019431,-84.36497647284813,13121001700,13121001700,14.3,26.9,44.0,14.7,94750.0
