,ambulance,car mirror,car wheel,ashcan,cab,convertible,fire engine,freight car,garbage truck,gas pump,mobile home,motor scooter,mountain bike,moving van,park bench,parking meter,passenger car,patio,police van,recreational vehicle,restaurant,school bus,schooner,snowmobile,sports car,streetcar,tobacco shop,trolleybus,viaduct,water tower,street sign,traffic light,geyser,lakeside,lat,long,tract,GeoID,"<$35,000","$35,000-$75,000","$75,000-$200,000",">$200,000",Median household 2019
0,0.00024292554007843137,0.0009699782967800274,0.000145611946209101,0.00354642141610384,0.00010055048551294021,0.0005188203285797499,0.00020774024233105592,0.00043781936983577907,0.0008591724472353235,0.00026418795278004836,0.005485666799359024,0.0002587108192528831,0.0067523118341341615,0.0017457113062846474,0.0715948292054236,0.00010812169239216018,0.0006675657932646573,0.018093824270181358,0.00011204890506633092,0.0013994980254210532,0.00014774615192436613,0.00035127623414155096,2.9459521556418622e-05,0.00014741338054591324,7.524733882746659e-05,0.000564649064472178,1.5145345173550595e-05,0.00018747051217360422,0.0008757833784329705,0.00022596872804570012,0.0011634994007181376,0.00015984148194547743,0.0007814659293217119,0.060461709741503,33.81286378826785,-84.40128761144915,13121009101,13121009101,18.0,25.2,44.0,12.8,79489.0
1,0.001439542516891379,0.0036246673544155783,5.216621707404556e-05,0.005120721383718774,0.0024420479512627935,0.0002228827779617859,0.005336295202141628,0.019313297227199655,0.020493546751822578,0.0018896560668508755,0.023448501000530086,0.005386674050896545,0.0003321763624626328,0.04629698124335846,0.00017584345732757356,0.009134847678069491,0.11346598295494914,0.0014804494244344824,0.0016927947208387195,0.007931501613711589,0.0009165990304609295,0.0010888749684454524,2.7442557751555796e-05,2.7795457910428922e-05,0.00012713191904367704,0.10640286505804397,0.0005667521227223915,0.16670382395386696,0.005142590707691852,0.0021695554605685174,0.052212383947335184,0.02195303374901414,1.4934615194306389e-05,0.0017938106793735642,33.758715567883854,-84.37433356481078,13121002800,13121002800,52.4,24.1,21.5,2.0,33165.0
2,0.0005576580451815971,0.000770087228374905,4.906883418698271e-05,0.0011868646834045649,0.00016219674967032915,0.0006041197348167771,0.0008164026203303365,0.042407908011227846,0.0011106210313300835,0.002119366981787607,0.20333347097039223,0.0002344038166484097,0.002987378044053912,0.017073156748665497,0.002035468951362418,0.0010393058728368487,0.006411980153643526,0.06854898415622301,0.00026208577821762447,0.0022337271948345006,0.0013208767431933666,0.0005849046392540913,0.0002236495688521245,6.539948435602128e-05,7.556178456979978e-05,0.007753756537567824,0.00011566873308765935,0.009589914594471338,0.004957268220096012,0.0036957725242245942,0.024168943309632596,0.0017852550772659015,0.00021504794312932063,0.01600796915590763,33.761528460899335,-84.41414484172567,13121002500,13121002500,58.2,33.8,7.6,0.4,30283.0
3,0.0007838936289772391,0.005700487470676308,0.00027899766098471446,0.0023100773032638244,0.0012896249281766359,0.0012314254472585162,0.001678034625001601,0.04308605040205293,0.0034440371819073334,0.0005978263143333606,0.12256925815017894,0.0008815749442874221,0.0004879374962456495,0.021377868979470804,0.0007130741832952481,0.005100122973090038,0.0554949391316768,0.012633952777832747,0.0007166859759308863,0.020356991082735476,0.0004761065647471696,0.0020236425916664302,0.0007478734760297812,0.00012079720295332663,0.00032910390700635617,0.03577610629145056,0.0001195804616145324,0.025091227693337714,0.0016630937452646322,0.005434049518953543,0.006790832849219441,0.005008281994378194,0.0005616572730104963,0.015999757510144264,33.74611605857127,-84.35570902922566,13121005200,13121005200,16.9,16.8,42.8,23.4,111759.0
4,0.00630582045414485,0.0015351729052781593,0.0003660166194094927,0.003773871110752225,0.001010497137940547,0.013291444061906077,0.0067192349379183725,0.00929541268851608,0.0053243503789417446,0.0025244588978239335,0.1987813471350819,0.0016755704273236915,0.013764218107098714,0.010157184675335884,0.005028280720580369,0.0015175642329268157,0.027471753337522387,0.04964125624974258,0.0011725643471436342,0.01592100813286379,0.002808339278999483,0.0029626692266901955,0.00022360017510436592,0.0001320148876402527,0.000591825782066735,0.013432334031676874,0.0002395803976469324,0.05814669957908336,0.0060926464375370415,0.004446846927748993,0.007398138288408518,0.009630778280552477,0.0010001051505241776,0.04631528747268021,33.75855491619906,-84.42957330711114,13121002400,13121002400,56.3,19.0,22.7,2.0,28056.0
5,3.840416434286453e-05,3.103489927980263e-05,1.130879280708541e-05,5.782457034797517e-05,1.1910395357972448e-05,1.3152965834706265e-05,1.0486258588571218e-05,0.00021622752888106334,2.5065968827675533e-05,5.642774837610887e-06,0.00034315025914111175,1.1304709630621801e-05,0.0030565039514840464,2.7427447832906182e-05,0.00435761555092995,2.0289457481226236e-05,7.313557375709934e-05,0.0019447749218670651,8.389762406579848e-06,1.7566831843396358e-05,3.269228977842431e-05,8.787797787590534e-05,2.3168329676082067e-05,7.758726989770537e-07,2.9539096288999644e-06,0.0006572439533556462,3.6125412776755184e-06,0.00012832517040806124,0.008098735545900126,0.0001598427006683778,0.00015327151231758762,8.50545815183068e-05,8.421917812029278e-06,0.004723980135167949,33.79097372806421,-84.37398762722012,13121000400,13121000400,13.7,20.2,40.7,25.3,97257.0
6,0.0064492240198887885,0.0043421540831332095,0.0012144316206104122,0.004237554443534464,0.0017569995688972995,0.010889786935877055,0.0036101758523727767,0.002010055264690891,0.011171025864314288,0.0004465248202905059,0.0528199557447806,0.002208979145507328,0.0017330035771010444,0.02002085352432914,0.03976911155041307,0.0009675158798927441,0.003817549586528912,0.016281028190860525,0.0020123448339290917,0.027919542248127982,0.0011448191871750169,0.006528543250169605,4.9011875489668455e-05,0.0006584757948076003,0.0014019203699717764,0.026078705675899982,0.0001063980821527366,0.012184222316136584,0.004768019367475063,0.0014943034329917282,0.009512816090136766,0.01034030836308375,0.0010029879485955462,0.16919627040624619,33.86883164725672,-84.42613290726824,13121009802,13121009802,6.3,15.3,32.4,46.0,165583.0
7,0.0014046233627595939,0.005055644956883043,0.0020771556091858656,0.010166731117351446,0.0033136400779767428,0.004548823180812178,0.002485694014467299,0.017110853106714785,0.0019267794850748032,0.0017372287966281874,0.01638067391468212,0.0014764163133804686,0.0016201927501242608,0.0059641103143803775,0.0025032417979673482,0.00953701272374019,0.044810847408371046,0.005382358999668213,0.002069649228360504,0.0011570719434530474,0.0017335526663373457,0.0008535212400602177,0.0006463341946982837,2.8251677122170804e-05,0.00396400704221378,0.06448548217304051,0.0010700148625346628,0.23587298404891044,0.007602240933920257,0.004193366927211173,0.019472644955385476,0.011908820364624262,6.796604816372565e-05,0.01168988220160827,33.74693952870734,-84.41187952831696,13121004300,13121004300,47.7,17.2,26.4,8.7,36750.0
8,0.00418168833857635,0.0011920912584173493,0.00025477924555161735,0.0015496269334107637,0.00020401153960847296,0.0010361009481130168,0.0007905877646408044,0.006924376571987523,0.0031449690723093227,0.0021660020411218284,0.130389669444412,0.0007955754772410728,0.006875239370856434,0.04619226191425696,0.006782320648198947,0.000242610070927185,0.008372437685466139,0.01875594156990701,0.0005720838817069307,0.02458145236596465,0.0027692635615039762,0.0010301683214493096,6.247547548809962e-05,0.0003335225301270839,0.0006668586611340288,0.0038745111669413745,0.00010941373557216139,0.0018281851953361183,0.002271431978442706,0.002746607846347615,0.0024604747304692864,0.0005714283652196173,0.001370724246953614,0.13372995774261653,33.6737878251015,-84.39371910701814,13121007300,13121007300,52.6,34.5,11.9,1.0,32044.0
9,0.00040783314034342766,0.00013368474742492253,0.001422596069460269,0.0002119617729476886,0.002178301219828427,0.001112170473788865,0.0005991818552502082,0.0007776171605655691,8.750066717766458e-05,8.379917183276575e-06,2.3963851447206252e-05,0.0001958613811439136,0.0005979535817459691,6.477560987150355e-05,0.00021846394520252943,4.219419906803523e-05,0.014966345741413534,0.0006961666526876797,0.00019861840610246873,6.714645996908075e-05,0.0013682347780559212,2.295786717354531e-05,0.005940560775343329,0.00010381381753177266,0.003317855029308703,0.0011369447529432364,0.0009759939539435436,0.00013522814015232143,0.002983983342346619,6.818754744131184e-05,8.536055702279555e-05,0.0005747068644268438,3.107899129162206e-06,0.00012488424908951856,33.75597087699163,-84.3998932065325,13121002600,13121002600,53.4,28.9,15.4,2.2,33611.0
