,ambulance,car mirror,car wheel,ashcan,cab,convertible,fire engine,freight car,garbage truck,gas pump,mobile home,motor scooter,mountain bike,moving van,park bench,parking meter,passenger car,patio,police van,recreational vehicle,restaurant,school bus,schooner,snowmobile,sports car,streetcar,tobacco shop,trolleybus,viaduct,water tower,street sign,traffic light,geyser,lakeside,GeoID,"<$35,000","$35,000-$75,000","$75,000-$200,000",">$200,000",Median household 2019
0,0.0016582277021370828,0.009948212027666159,0.006300687185557763,0.007121255388483405,0.046962466582044726,0.09655170656333212,0.003059876980842091,0.0040909171584644355,0.00439459712288226,0.0030650560365756974,0.0038964319392107427,0.0014956260420149192,0.00011045165956602432,0.007250753464177251,0.0010441700214869343,0.028865166255855,0.005281206758809276,0.19235938919882756,0.003196895449946169,0.0009502476968918927,0.002130692620994523,0.0025186096245306544,0.0002456366553360567,0.00025469143110967707,0.04356163104148436,0.0177196115400875,0.0005368068868847331,0.08880129554017913,0.0007250946737258346,0.001821850222768262,0.012342285132035613,0.04000362136866897,8.984869378991789e-05,0.03322327671048697,13121005000,11.5,37.3,41.6,9.7,75570.0
1,0.0011115379220427712,0.002646489389007911,0.001742993817970273,0.002301424596225843,0.0019634143359326117,0.025747497482370818,0.0005562360665862798,0.002847408235538751,0.002501695282262517,0.0003173060622430057,0.016743395768571645,0.000270659238594817,0.0019944377072533825,0.007570788613520563,0.005448137584608048,0.0011082048440584913,0.0017708048180793412,0.014676601509563625,0.0007580875108033069,0.006338096893159673,0.0010626648163452046,0.0018580933683551848,0.00021079011412439286,0.00011705905399139738,0.0005083887306227552,0.008118238882161677,0.00032137110702024074,0.017613586198422126,0.00221365260949824,0.0032122958509717137,0.00890319183235988,0.008559661779145245,0.003350614091687021,0.09367993986234069,13121010002,9.2,11.2,38.7,40.9,146182.0
2,4.2079434933839366e-05,6.547805242007598e-05,0.000106448118458502,0.00032194069353863597,6.492686952697113e-05,3.948912490159273e-05,6.154684524517506e-05,6.410598143702373e-05,4.863215144723654e-05,8.548895129933953e-05,5.3512005251832306e-05,9.836415119934827e-05,9.605641389498487e-05,6.812751234974712e-05,6.403357838280499e-05,6.424300954677165e-05,1.687920121185016e-05,5.331161810318008e-05,7.252484920172719e-06,5.034928472014144e-05,2.0850287910434417e-05,9.252175368601456e-05,9.74522772594355e-05,0.00011097307287855074,2.3966491426108405e-05,2.733706969593186e-05,7.947597623569891e-05,5.796451659989543e-06,8.544159209122881e-05,0.00011792164877988398,0.00025630902382545173,0.0002430163585813716,0.00010022761853178963,0.00011900792014785111,13121009802,6.3,15.3,32.4,46.0,165583.0
3,2.8370647555675532e-06,0.00033188321526722575,4.78093850233563e-05,7.093680756042886e-05,4.9248074788010854e-05,6.491157733989894e-05,7.062422128001344e-06,1.4447438729803252e-06,0.0001144841662608087,6.043310406766977e-06,3.669713834142385e-06,7.757925516216346e-06,1.7347977177450957e-05,1.2050372447447444e-05,6.271571805882559e-06,0.00014436952460528119,7.994055010840384e-06,2.7462492440122332e-06,6.0472877692063776e-06,6.63617878160494e-06,2.8755946352987394e-06,5.759097632562771e-06,1.0030842901187498e-05,1.697548930224002e-05,2.0488225544568195e-05,1.5229164034735732e-05,1.0846716946844026e-06,6.336429464681714e-06,8.784226423586006e-06,2.1166161445762555e-06,3.200391972768557e-06,7.767102943034843e-05,2.1730287926402525e-05,0.00012826758739947763,13121002100,31.1,20.1,35.9,12.9,68618.0
4,0.0022872318731970154,0.005472175922477618,0.0007363608492596541,0.012809155159629881,0.00327636983274715,0.0050240630662301555,0.0028143474301032256,0.002362192259170115,0.011198849169886671,0.0009265705448342487,0.022047044010832906,0.0012636444080271758,0.010436211465275846,0.00970859915832989,0.03538632299751043,0.005565580126130953,0.0008944245655584382,0.005424858813057654,0.0011729336583812255,0.008434015529928729,0.00033911056925717276,0.005232841533143073,7.31699281004694e-05,0.0030097079024926643,0.0005298145288179512,0.0040392671508016065,2.4078804244709318e-05,0.013077136238280218,0.0031094427467905916,0.0057991119610960595,0.02258966735098511,0.015770191384945065,0.007789556999341585,0.18844143021851778,13121009802,6.3,15.3,32.4,46.0,165583.0
5,0.0020180219325993676,0.0030521868593496038,0.004878233343788452,0.00442920359546406,0.008545159917048295,0.059099881425936474,0.0010471005261933897,0.00032659158250680775,0.007220168536150595,0.001019649394947919,0.06341980607248843,0.009934307436196832,0.0006767819804736064,0.006975612341193482,0.000779831518229912,0.008540585334685602,0.002046128582151141,0.0017610188351682154,0.0012729895552183734,0.011687593083479442,0.0013125322612950185,0.0015065263251017313,0.00013289275290873093,0.0031579705225794896,0.01656252233556188,0.00328885244562116,9.003262610107754e-05,0.0059237098903395236,0.00022191071411725716,0.0025825784180142364,0.002921084080071523,0.004387703827433143,0.00022233852740782822,0.18650663365406217,13121009200,16.6,35.3,40.7,7.4,71482.0
6,4.2079434933839366e-05,6.547805242007598e-05,0.000106448118458502,0.00032194069353863597,6.492686952697113e-05,3.948912490159273e-05,6.154684524517506e-05,6.410598143702373e-05,4.863215144723654e-05,8.548895129933953e-05,5.3512005251832306e-05,9.836415119934827e-05,9.605641389498487e-05,6.812751234974712e-05,6.403357838280499e-05,6.424300954677165e-05,1.687920121185016e-05,5.331161810318008e-05,7.252484920172719e-06,5.034928472014144e-05,2.0850287910434417e-05,9.252175368601456e-05,9.74522772594355e-05,0.00011097307287855074,2.3966491426108405e-05,2.733706969593186e-05,7.947597623569891e-05,5.796451659989543e-06,8.544159209122881e-05,0.00011792164877988398,0.00025630902382545173,0.0002430163585813716,0.00010022761853178963,0.00011900792014785111,13121005502,65.8,19.7,13.5,1.0,21804.0
7,0.0028868041263194755,0.007338506160522229,0.00037623611569870263,0.003791078459471464,0.0017675664184935158,0.0018934834515675902,0.005524627689737827,0.029428047710098326,0.010660759609891102,0.0017346342647215351,0.038102883379906416,0.0022284811711870134,0.0006902411369082984,0.018087069736793637,0.0014852083259029314,0.00672211819619406,0.010752933274488896,0.01757081076493705,0.0018292258737346856,0.005744393856730312,0.0024579487508162856,0.0030707628720847424,0.0001555815210849687,5.5013782457535854e-05,0.0005186515791137936,0.03635170201960136,0.0008699889248191539,0.06866916296712589,0.0024339595256606117,0.006314683938398957,0.014127902104519308,0.02310994960134849,0.0006066818641556893,0.003774831013288349,13121011800,52.4,32.1,15.5,0.0,30972.0
8,0.0011712102987075923,0.0006222989031812176,0.0014533052199112717,0.007079616621922469,0.0008679941270202107,0.006901437325723236,0.000490105157268772,0.004682634025812149,0.03258737579562876,0.0006279745216488664,0.18240012352180202,0.0010604611043163459,0.0005411930505943019,0.012720275333776954,0.006592801633814815,0.0016860862947396527,0.003250158077207743,0.04585699434392154,0.0008847824678923644,0.014821548815234564,0.0006676386574326898,0.00041168188545270823,0.00015719859629825805,7.014205493760528e-05,0.0004700356175817433,0.00989824010321172,0.00013871910437046608,0.003924346614439855,0.0008434570045210421,0.03402739850298531,0.007637071159479092,0.003025280284418841,0.0011039273085771129,0.1068342077487614,13121008904,11.3,31.8,39.0,17.9,85517.0
9,4.2079434933839366e-05,6.547805242007598e-05,0.000106448118458502,0.00032194069353863597,6.492686952697113e-05,3.948912490159273e-05,6.154684524517506e-05,6.410598143702373e-05,4.863215144723654e-05,8.548895129933953e-05,5.3512005251832306e-05,9.836415119934827e-05,9.605641389498487e-05,6.812751234974712e-05,6.403357838280499e-05,6.424300954677165e-05,1.687920121185016e-05,5.331161810318008e-05,7.252484920172719e-06,5.034928472014144e-05,2.0850287910434417e-05,9.252175368601456e-05,9.74522772594355e-05,0.00011097307287855074,2.3966491426108405e-05,2.733706969593186e-05,7.947597623569891e-05,5.796451659989543e-06,8.544159209122881e-05,0.00011792164877988398,0.00025630902382545173,0.0002430163585813716,0.00010022761853178963,0.00011900792014785111,13121010001,18.4,20.9,30.8,29.8,108197.0
